"MS.SubClass","MS.Zoning","Lot.Area","Street","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Garage.Cars","Garage.Area","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
80,"RL",11333,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","Av","ALQ",539,"Unf",0,490,1029,"GasA","TA","Y","SBrkr",1062,0,0,1062,1,0,1,0,3,1,"TA",5,"Typ",2,2,539,"Y",120,0,0,0,0,0,0,5,2007,"WD ","Normal",146800
20,"RL",33983,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1977,1994,"Gable","CompShg","Plywood","Plywood","None","TA","Fa","PConc","TA","TA","Mn","ALQ",1112,"Unf",0,48,1160,"GasA","TA","Y","SBrkr",1676,0,0,1676,1,0,1,1,3,1,"Gd",6,"Mod",2,2,672,"P",690,90,0,0,0,0,0,5,2007,"WD ","Normal",196000
60,"RL",8286,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","2Story",5,7,1977,1977,"Gable","CompShg","Plywood","Plywood","None","TA","TA","PConc","Gd","TA","No","Rec",531,"Unf",0,185,716,"GasA","Ex","Y","SBrkr",716,716,0,1432,1,0,1,1,3,1,"TA",6,"Typ",1,2,531,"Y",0,136,0,0,240,0,0,6,2007,"WD ","Normal",157000
20,"RL",8314,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,7,1982,1982,"Gable","CompShg","HdBoard","ImStucc","None","TA","TA","CBlock","TA","TA","Gd","ALQ",546,"Unf",0,270,816,"GasA","TA","Y","SBrkr",816,0,0,816,0,0,1,0,2,1,"TA",5,"Typ",0,1,264,"Y",168,0,0,0,0,0,0,6,2007,"WD ","Normal",124500
20,"RL",11625,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,7,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","No","ALQ",596,"Unf",0,220,816,"GasA","TA","Y","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",4,"Typ",0,1,264,"Y",330,0,0,0,0,0,0,5,2007,"WD ","Normal",139000
20,"RL",10533,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1956,1956,"Hip","CompShg","VinylSd","VinylSd","BrkFace","TA","Gd","CBlock","TA","TA","No","Rec",773,"Unf",0,235,1008,"GasA","TA","Y","SBrkr",1024,0,0,1024,1,0,1,0,2,1,"Gd",5,"Typ",2,1,313,"Y",0,0,0,0,280,0,0,8,2006,"WD ","Normal",157500
20,"RL",11765,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","Stone","TA","TA","CBlock","TA","TA","Mn","Rec",1127,"Unf",0,490,1617,"GasA","Fa","Y","SBrkr",1797,0,0,1797,0,0,1,1,3,1,"TA",7,"Typ",1,3,963,"Y",0,0,0,0,0,0,0,6,2006,"WD ","Normal",169000
20,"RL",11727,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1969,1969,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","Gd","CBlock","TA","TA","Mn","Unf",0,"Unf",0,1851,1851,"GasA","Gd","Y","SBrkr",1851,0,0,1851,0,0,2,0,3,1,"TA",8,"Typ",1,2,506,"Y",0,146,0,0,0,0,0,3,2006,"WD ","Normal",192100
60,"RL",8238,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","TA","TA","No","GLQ",700,"Unf",0,113,813,"GasA","Ex","Y","SBrkr",813,712,0,1525,1,0,2,1,3,1,"TA",6,"Typ",1,2,400,"Y",421,72,0,0,0,0,0,5,2006,"WD ","Normal",183500
60,"RL",13041,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1995,1995,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,781,781,"GasA","Gd","Y","SBrkr",781,890,0,1671,0,0,2,1,3,1,"TA",7,"Typ",1,2,423,"Y",0,84,0,0,0,0,0,2,2006,"WD ","Normal",170000
60,"RL",9783,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1996,1996,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,821,821,"GasA","Gd","Y","SBrkr",821,955,0,1776,0,0,2,1,3,1,"TA",7,"Typ",1,2,443,"Y",286,116,0,0,0,0,0,5,2006,"WD ","Normal",202000
60,"RL",13128,"Pave","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1074,1074,"GasA","Ex","Y","SBrkr",1074,990,0,2064,0,0,2,1,4,1,"Gd",7,"Typ",1,2,527,"Y",0,119,0,0,0,0,0,1,2006,"WD ","Normal",250000
60,"RL",10463,"Pave","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,893,893,"GasA","Ex","Y","SBrkr",901,900,0,1801,0,0,2,1,3,1,"Gd",8,"Typ",1,3,800,"Y",0,116,0,0,0,0,0,6,2006,"WD ","Normal",239900
120,"RL",3701,"Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1987,1987,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1191,1191,"GasA","TA","Y","SBrkr",1204,0,0,1204,0,0,2,0,2,1,"TA",5,"Typ",0,2,461,"Y",120,70,0,0,0,0,0,8,2006,"WD ","Normal",130000
160,"RL",5306,"Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","2Story",7,7,1987,1987,"Gable","CompShg","HdBoard","HdBoard","None","Gd","Gd","PConc","Gd","Gd","No","GLQ",495,"Rec",215,354,1064,"GasA","Gd","Y","SBrkr",1064,703,0,1767,1,0,2,0,2,1,"Gd",5,"Typ",1,2,504,"Y",441,35,0,0,0,0,0,6,2006,"WD ","Normal",239000
120,"RL",6563,"Pave","IR1","Low","AllPub","CulDSac","Mod","StoneBr","Norm","Norm","1Fam","1Story",8,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","None","Gd","TA","PConc","Gd","TA","Gd","GLQ",1148,"Unf",0,594,1742,"GasA","TA","Y","SBrkr",1742,0,0,1742,1,0,2,0,2,1,"Gd",5,"Typ",1,2,564,"Y",114,28,234,0,0,0,0,12,2006,"WD ","Normal",275000
60,"RL",16659,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,7,1977,1994,"Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ",795,"Unf",0,0,795,"GasA","Fa","Y","SBrkr",1468,795,0,2263,1,0,2,1,3,1,"Gd",9,"Typ",1,2,539,"Y",0,250,0,0,0,0,0,3,2006,"WD ","Normal",235000
20,"RL",10400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1988,1988,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","Gd","TA","Av","GLQ",929,"Unf",0,916,1845,"GasA","Gd","Y","SBrkr",1872,0,0,1872,0,1,2,0,3,1,"TA",6,"Typ",1,2,604,"Y",197,39,0,0,0,0,0,6,2006,"WD ","Normal",241500
20,"RL",10240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace","TA","Gd","CBlock","Gd","TA","No","BLQ",625,"LwQ",1061,0,1686,"GasA","TA","Y","SBrkr",1686,0,0,1686,1,0,2,0,3,1,"TA",7,"Typ",1,2,612,"Y",384,131,0,0,0,0,0,5,2006,"WD ","Normal",207500
60,"RL",16692,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","No","BLQ",790,"LwQ",469,133,1392,"GasA","TA","Y","SBrkr",1392,1392,0,2784,1,0,3,1,5,1,"Gd",12,"Typ",2,2,564,"Y",0,112,0,0,440,519,2000,7,2006,"WD ","Normal",250000
20,"RL",10140,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd","TA","No","ALQ",788,"Unf",0,268,1056,"GasA","Ex","Y","SBrkr",1074,0,0,1074,1,0,1,1,3,1,"TA",6,"Typ",0,2,495,"Y",0,88,0,0,0,0,0,7,2006,"WD ","Normal",153500
60,"RL",10140,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","PConc","Gd","TA","No","GLQ",194,"Unf",0,638,832,"GasA","TA","Y","SBrkr",832,832,0,1664,0,0,2,1,4,1,"TA",8,"Typ",1,2,528,"Y",0,28,0,0,259,0,0,3,2006,"WD ","Normal",162900
20,"RL",10140,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1974,1999,"Hip","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ",663,"LwQ",377,0,1040,"GasA","Fa","Y","SBrkr",1309,0,0,1309,1,0,1,1,3,1,"Gd",5,"Typ",1,2,484,"Y",265,0,0,0,0,648,0,1,2006,"WD ","Normal",181000
20,"RL",10000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1974,1974,"Gable","CompShg","HdBoard","Plywood","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ",755,"Unf",0,348,1103,"GasA","TA","Y","SBrkr",1103,0,0,1103,0,0,2,0,3,1,"TA",6,"Typ",0,2,462,"Y",295,84,0,0,0,0,0,6,2006,"WD ","Normal",155000
120,"RH",8773,"Pave","IR2","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","TwnhsE","1Story",6,5,2002,2002,"Gable","CompShg","MetalSd","MetalSd","None","Gd","TA","PConc","Gd","TA","No","GLQ",951,"Unf",0,536,1487,"GasA","Ex","Y","SBrkr",1419,0,0,1419,1,0,2,0,2,1,"Gd",4,"Typ",0,2,543,"Y",196,68,0,0,0,0,0,9,2006,"WD ","Normal",190000
160,"RM",1953,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","Fa","No","BLQ",309,"Unf",0,174,483,"GasA","TA","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"TA",5,"Typ",0,1,264,"Y",72,0,0,0,0,0,0,6,2006,"WD ","Normal",83000
160,"RM",1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","ALQ",276,"Unf",0,207,483,"GasA","TA","Y","SBrkr",483,465,0,948,0,0,1,1,2,1,"TA",5,"Typ",0,1,264,"Y",0,0,0,0,0,0,0,7,2006,"WD ","Normal",89000
160,"RM",1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","BLQ",382,"Unf",0,143,525,"GasA","Gd","Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,1,264,"Y",352,0,0,0,0,0,0,10,2006,"WD ","Normal",108000
20,"RL",7514,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1967,1975,"Hip","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","Mn","ALQ",373,"Rec",108,462,943,"GasA","TA","Y","SBrkr",1387,0,0,1387,1,0,1,0,3,1,"TA",6,"Typ",1,1,300,"Y",0,0,240,0,0,0,0,9,2006,"WD ","Normal",145000
120,"RL",2280,"Pave","Reg","Lvl","AllPub","FR2","Gtl","NPkVill","Norm","Norm","Twnhs","1Story",7,7,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None","TA","TA","CBlock","TA","TA","No","ALQ",120,"BLQ",492,443,1055,"GasA","TA","Y","SBrkr",1055,0,0,1055,1,0,2,0,2,1,"TA",4,"Typ",0,1,319,"Y",0,29,0,0,0,0,0,4,2006,"WD ","Normal",137500
160,"RL",2179,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,5,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None","TA","TA","CBlock","Gd","TA","No","ALQ",70,"Unf",0,785,855,"GasA","Gd","Y","SBrkr",855,601,0,1456,0,0,2,1,3,1,"TA",6,"Typ",1,2,460,"Y",0,28,0,0,0,0,0,7,2006,"WD ","Normal",144000
20,"RL",14780,"Pave","IR1","HLS","AllPub","Corner","Mod","NridgHt","Norm","Norm","1Fam","1Story",9,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace","Ex","TA","PConc","Ex","TA","Gd","GLQ",1505,"Unf",0,363,1868,"GasA","Ex","Y","SBrkr",1868,0,0,1868,1,0,2,0,2,1,"Ex",7,"Typ",1,3,1085,"Y",354,56,0,0,156,0,0,6,2006,"WD ","Normal",415000
60,"RL",13418,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1117,1117,"GasA","Ex","Y","SBrkr",1132,1320,0,2452,0,0,3,1,4,1,"Gd",9,"Typ",1,3,691,"Y",113,32,0,0,0,0,0,9,2006,"WD ","Normal",309000
60,"RL",10240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1030,1030,"GasA","Gd","Y","SBrkr",1038,1060,0,2098,0,0,2,1,3,1,"Ex",8,"Typ",1,3,878,"Y",192,52,0,0,0,0,0,3,2006,"WD ","Normal",275500
20,"RL",14828,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace","Ex","TA","PConc","Ex","TA","Gd","GLQ",1383,"Unf",0,397,1780,"GasA","Ex","Y","SBrkr",1780,0,0,1780,1,0,2,0,2,1,"Ex",7,"Typ",1,3,816,"Y",144,68,0,0,0,0,0,8,2006,"WD ","Normal",378000
60,"RL",13215,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ",994,"Unf",0,426,1420,"GasA","Ex","Y","SBrkr",1426,488,0,1914,1,0,2,1,3,1,"Gd",9,"Typ",1,3,746,"Y",168,127,0,0,0,0,0,2,2006,"WD ","Normal",279000
120,"RL",7052,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","GLQ",659,"Unf",0,705,1364,"GasA","Ex","Y","SBrkr",1364,0,0,1364,1,0,2,0,2,1,"Gd",6,"Typ",1,2,484,"Y",192,36,0,0,0,0,0,6,2006,"WD ","Normal",185850
120,"RL",2938,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ",1038,"Unf",0,330,1368,"GasA","Ex","Y","SBrkr",1511,0,0,1511,1,0,2,0,2,1,"Gd",5,"Typ",1,2,398,"Y",130,30,0,0,0,0,0,5,2006,"WD ","Normal",246990
120,"RM",3072,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1375,1375,"GasA","Ex","Y","SBrkr",1414,0,0,1414,0,0,2,0,2,1,"Gd",6,"Typ",1,2,398,"Y",144,20,0,0,0,0,0,5,2006,"WD ","Normal",178740
120,"RL",3013,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Gd","GLQ",16,"Unf",0,1346,1362,"GasA","Ex","Y","SBrkr",1506,0,0,1506,0,0,2,0,2,1,"Gd",6,"Typ",1,2,440,"Y",142,20,0,0,0,0,0,4,2006,"WD ","Normal",213490
60,"RL",21930,"Pave","IR3","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",5,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","Gd","Av","Unf",0,"Unf",0,732,732,"GasA","Ex","Y","SBrkr",734,1104,0,1838,0,0,2,1,4,1,"TA",7,"Typ",1,2,372,"Y",100,40,0,0,0,0,0,7,2006,"WD ","Normal",192140
60,"RL",7861,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ",457,"Unf",0,326,783,"GasA","Ex","Y","SBrkr",807,702,0,1509,1,0,2,1,3,1,"Gd",7,"Typ",1,2,393,"Y",100,75,0,0,0,0,0,6,2006,"WD ","Normal",183200
60,"RL",9056,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Ex","Gd","Av","Unf",0,"Unf",0,707,707,"GasA","Ex","Y","SBrkr",707,707,0,1414,0,0,2,1,3,1,"Gd",6,"Typ",1,2,403,"Y",100,35,0,0,0,0,0,10,2006,"WD ","Normal",178000
60,"RL",9171,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,848,848,"GasA","Ex","Y","SBrkr",848,750,0,1598,0,0,2,1,3,1,"Gd",7,"Typ",1,2,433,"Y",100,48,0,0,0,0,0,7,2006,"WD ","Normal",201490
60,"RL",11194,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1406,1406,"GasA","Ex","Y","SBrkr",1454,482,0,1936,0,0,2,1,3,1,"Gd",7,"Typ",1,2,504,"Y",188,124,0,0,0,0,0,11,2006,"WD ","Normal",230500
60,"RL",8121,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,953,953,"GasA","Ex","Y","SBrkr",953,711,0,1664,0,0,2,1,3,1,"TA",7,"Typ",1,2,460,"Y",100,40,0,0,0,0,0,1,2006,"WD ","Normal",172400
60,"RL",11214,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,930,930,"GasA","Gd","Y","SBrkr",956,930,0,1886,0,0,2,1,4,1,"Gd",10,"Typ",1,2,431,"Y",89,0,0,0,0,0,0,7,2006,"WD ","Normal",199900
60,"RL",10852,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","No","GLQ",786,"Unf",0,173,959,"GasA","Ex","Y","SBrkr",959,712,0,1671,1,0,2,1,3,1,"TA",7,"Typ",1,2,472,"Y",0,38,0,0,0,0,0,2,2006,"WD ","Normal",173000
60,"RL",8738,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,975,975,"GasA","Ex","Y","SBrkr",1005,1286,0,2291,0,0,2,1,4,1,"Gd",8,"Typ",1,2,429,"Y",192,0,0,0,0,0,0,2,2006,"WD ","Normal",230000
60,"RL",9660,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ",791,"Unf",0,253,1044,"GasA","Ex","Y","SBrkr",1079,897,0,1976,1,0,2,1,3,1,"Gd",7,"Typ",1,3,885,"Y",210,31,0,0,0,0,0,2,2006,"WD ","Normal",286000
60,"RL",9545,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Mn","GLQ",505,"Unf",0,655,1160,"GasA","Ex","Y","SBrkr",1205,1029,0,2234,1,0,2,1,3,1,"Gd",7,"Typ",1,3,768,"Y",0,50,0,0,0,0,0,6,2006,"WD ","Normal",300000
60,"RL",12011,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ",956,"Unf",0,130,1086,"GasA","Ex","Y","SBrkr",1086,838,0,1924,1,0,2,1,3,1,"Gd",7,"Typ",1,2,592,"Y",208,75,0,0,374,0,0,6,2006,"WD ","Normal",280000
60,"RL",10019,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1995,1995,"Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","ALQ",527,"Unf",0,815,1342,"GasA","Ex","Y","SBrkr",1358,1368,0,2726,0,0,2,1,4,1,"Gd",9,"Typ",1,3,725,"Y",307,169,168,0,0,0,0,6,2006,"WD ","Normal",350000
60,"RL",17242,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",9,5,1993,1994,"Hip","CompShg","MetalSd","MetalSd","BrkFace","Gd","Gd","PConc","Ex","TA","Gd","Rec",292,"GLQ",1393,48,1733,"GasA","Ex","Y","SBrkr",1933,1567,0,3500,1,0,3,1,4,1,"Ex",11,"Typ",1,3,959,"Y",870,86,0,0,210,0,0,5,2006,"WD ","Normal",584500
60,"RL",10120,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1994,1994,"Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ",740,"Unf",0,425,1165,"GasA","Ex","Y","SBrkr",1203,1323,0,2526,1,0,2,1,4,1,"Gd",8,"Typ",1,3,844,"Y",309,78,0,0,0,0,0,12,2006,"WD ","Normal",290000
60,"RL",12585,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1993,1993,"Gable","CompShg","HdBoard","ImStucc","BrkFace","Gd","TA","PConc","Gd","TA","No","LwQ",247,"GLQ",1039,0,1286,"GasA","Ex","Y","SBrkr",1565,1234,0,2799,1,0,2,1,3,1,"Gd",8,"Typ",1,3,704,"Y",432,136,0,0,0,0,0,10,2006,"WD ","Normal",315000
20,"RL",8688,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1616,1616,"GasA","Ex","Y","SBrkr",1616,0,0,1616,0,0,2,0,3,1,"Gd",7,"Typ",0,3,834,"Y",208,59,0,0,0,0,0,4,2006,"WD ","Normal",232000
20,"FV",7500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1257,1257,"GasA","Ex","Y","SBrkr",1266,0,0,1266,0,0,2,0,3,1,"Gd",6,"Typ",1,2,453,"Y",38,144,0,0,0,0,0,4,2006,"WD ","Normal",176000
